"id","japanese"
"140","ﾀｽｸ："
"141","場所："
"142","更新者："
"143","種類："
"144","ﾘﾋﾞｼﾞｮﾝ："
"145","期間："
"146","～"
"147","ﾌｫﾙﾀﾞ構成内容変更"
"148","変更"
"149","文書番号："
"150","ｺﾝﾃﾝﾂID："
"151","代表ﾌｧｲﾙ："
"152","ｾｷｭﾘﾃｨ："
"153","ｵﾘｼﾞﾅﾙ名："
"154","状態："
"155","編集日時："
"156","登録日時："
"157","ｽﾃｰｼﾞ"
"158","済"
"159","名前"
"160","同期値"
"161","確認者："
"162","実行中ステージ："
"163","キャンセル"
"164","全般"
"165","詳細"
"166","確認状態"
"167","（なし）"
"168","URLの先頭は http: または https: でなければなりません"
"169","開始日が正しくありません"
"170","終了日が正しくありません"
"171","終了日が開始日より前です"
"172","作業フォルダにコピーして良いですか？"
"173","作業フォルダからサーバに移動して良いですか？"
"174","サーバへのコピーに失敗しました"
"175","作業フォルダから破棄して良いですか？"
"176","ファイルが見つかりません。"
"177","新しいファイルを設定しますか？"
"178","フォルダが見つかりません。"
"179","新しいフォルダを設定しますか？"
"180","新ファイル名を入力して下さい"
"181","ファイル名変更"
"182","拡張子が変更されていますが良いですか？"
"183"," → "
"184","同名のファイルが存在するので変更できません"
"185","変更に失敗しました"
"186","新フォルダ名を入力して下さい"
"187","フォルダ名変更"
"188","同名のフォルダが存在するので変更できません"
"189","フォルダが存在しません"
"190","："
"191","階層："
"192","(なし)"
"193","%1 [ステージ%2]"
"194","通常"
"195","他サーバから参照不可"
"196","有償コンテンツ"
"197","ﾌｫﾙﾀﾞ名変更"
"198","ネットワークコンピュータ上のファイルを指定してください。"
"199","共有フォルダ配下のフォルダ以外は指定できません。"
"200","代表ファイル選択"
"201","指定する"
"202","指定しない"
"203","履歴保存"
"204","保存後にリビジョンを上げる"
"205","コメント"
"206","ファイル名"
"207","コメントが長すぎます"
"208","コメントに文字 ' は使用できません"
"209","フォルダコピーに失敗しました"
"210","元ファイルが見つかりません"
"211","ファイルコピーに失敗しました"
"212","参照ファイル選択"
"213","フォルダ内の全ファイルを参照用テンポラリにコピー"
"214","%1にアクセスできません"
"215","進捗/品質データ履歴"
"216","履歴削除..."
"217","日付別表示へ"
"218","プロジェクト："
"219","機能構成別表示へ"
"220","更新日時"
"221","更新者"
"222","機能構成別表示"
"223","日付別表示"
"224","履歴削除"
"225","種類"
"226","日付"
"227","以前のデータ"
"228","削除するデータを指定してください。"
"229","(全て)"
"230","日付を入力してください"
"231","削除してよろしいですか？"
"232","削除しました"
"233","インポート"
"234","ｲﾝﾎﾟｰﾄ対象"
"235","参照ﾌｧｲﾙ"
"236","参照..."
"237","ｷｬﾝｾﾙ"
"238","プロジェクト名"
"239","ｲﾝﾎﾟｰﾄ中：999999/999999"
"240","以下のXXXをインポートします。"
"241","プロジェクト名："
"242","以下の%1をインポートします｡"
"243","読込"
"244","CSVファイル"
"245","すべてのファイル"
"246","ファイル名を指定してください"
"247","対象"
"248","不正なデータが存在します。"
"249","詳細についてはImportErr.txtを参照して下さい。"
"250","不正なデータが存在しますが"
"251","ImportErr.txtの書き込みに失敗しました。"
"252","ｲﾝﾎﾟｰﾄ中：%1/%2件"
"253","新規"
"254","%1 その他%2名"
"255","継続"
"256","完了"
"257","%1は空のファイルです。"
"258","""プロジェクト名は""必須入力項目なので省略できません。"
"259","<%1>該当するプロジェクトは存在しません。"
"260","、"
"261","■"
"262","顧客"
"263","当方"
"264","依頼者"
"265","CSV形式ではありません。"
"266","タイトル行が空です"
"267","項目 ""%1"" が複数の列に存在します。"
"268","項目 ""%1"" はインポート先に存在しません。"
"269","発生"
"270","回答"
"271","ファイル名を入力して下さい。"
"272","必須項目 ""%1"" がインポートファイルに存在しません。"
"273","必須入力項目なので省略できません。"
"274","文字の長さが最大(%1バイト)を超えています"
"275","数値が正しくありません"
"276","日付が正しくありません"
"277","金額が正しくありません"
"278","規模が正しくありません"
"279","日時が正しくありません"
"280","期間が正しくありません"
"281","%1は必須項目です。1つ以上の選択肢を■にしてください。"
"282","%1の内容が誤っています。"
"283","該当する要員は存在しません。"
"284","該当する組織は存在しません。"
"285","該当する%1/%2は存在しません。"
"286","該当する%1は存在しません。"
"287","’"
"288","無名"
"289","元フォルダが存在しません"
"290","変更先に成果物格納フォルダが設定されているため、%r%nサーバファイル/サーバフォルダの格納場所を変更します。"
"291","変更して良いですか？"
"292","（いいえを選択すると、格納場所を変更しません）"
"293","ファイル名が長すぎるため変更できません"
"294","変更先に成果物格納フォルダが設定されているため、%r%n実ファイル/フォルダの格納場所を変更します。"
"295","格納先フォルダが存在しません。作成しますか？"
"296","フォルダが作成できません"
"297","フォルダ名に次の文字は使えません"
"298","%1を入力してください"
"299","%1には\\で始まる共有フォルダ名を指定してください。"
"300","%1は最後の\を合わせて%2バイトまでです"
"301","%1は%2バイトまでです"
"302","%1は最後の/を合わせて%2バイトまでです"
"303","CVSのオープンに失敗しました"
"304","登録元ファイル名が指定されていません"
"305","ファイルコンテンツまたはフォルダコンテンツがCVSに登録できます"
"306","その他のコンテンツはCVS連携機能は使用できません"
"307","チェックアウト先にフォルダが存在しません"
"308","チェックアウトを取り消して、再度チェックアウトしますか？"
"309","他の人がチェックアウトしています"
"310","編集できません"
"311","他のクライアントで編集中です"
"312","編集しますか？"
"313","チェックアウトできませんでした"
"314","チェックアウト先にファイルが存在しません"
"315","ファイル%r%n　%1%r%nの参照に失敗しました"
"316","ファイルが選択されませんでした"
"317","ファイル%r%n %1%r%nの参照に失敗しました"
"318","ファイル %1を削除できませんでした"
"319","チェックアウトされていません"
"320","ファイルを取得できませんでした"
"321","CVSのファイル情報の取得に失敗しました"
"322","クライアントにファイルがあります。サーバにコピーしますか？"
"323","レコードの更新に失敗しました"
"324","コピーに失敗しました"
"325","ファイル名を変更すると履歴情報が破棄されますがよろしいですか？"
"326","警告！"
"327","＿"
"328","CVSログオン"
"329","ログオン"
"330","パスワード"
"331","ユーザー名"
"332","リポジトリ"
"333","ﾊﾞｰｼﾞｮﾝ情報"
"334","ｼｽﾃﾑ情報(&S)..."
"335","プロセスカスタマイズツール"
"336","ﾊﾞｰｼﾞｮﾝ "
"337","現時点ではｼｽﾃﾑ情報を使用できません"
"338","作業領域"
"339","アクティビティ追加"
"340","ＭＳ ゴシック"
"341","追加"
"342","リセット"
"343","カテゴリ"
"344","フェーズ"
"345","アクティビティの追加"
"346","アクティビティコード"
"347","アクティビティ名"
"348","説明"
"349","%1コード"
"350","自動"
"351","共通"
"352","%1追加"
"353","%1の追加"
"354","%1情報変更"
"355","%1情報の変更"
"356","更新"
"357","%1名を入力してください。"
"358","%1名が60バイトを越えています。"
"359","説明が255バイトを越えています。"
"360","カテゴリ追加"
"361","カテゴリの追加"
"362","カテゴリコード"
"363","カテゴリ名"
"364","カテゴリ情報変更"
"365","カテゴリ情報の変更"
"366","カテゴリコードを入力してください。"
"367","カテゴリコードが不正です。 '%1' は使用できません。"
"368","カテゴリコード%1 は登録されています。"
"369","カテゴリ名を入力してください。"
"370","カテゴリ名が60バイトを越えています。"
"371","フェーズ追加"
"372","フェーズの追加"
"373","フェーズコード"
"374","フェーズ名"
"375","フェーズ情報変更"
"376","フェーズ情報の変更"
"377","フェーズコードを入力してください。"
"378","フェーズコードが不正です。""0"" は使用できません。"
"379","フェーズコードが不正です。%1は使用できません。"
"380","フェーズコード%1 は登録されています。"
"381","フェーズ名を入力してください。"
"382","フェーズ名が60バイトを越えています。"
"383","タスクの新規追加"
"384","プロジェクト完了報告書画面を呼び出す"
"385","プロジェクト計画書画面を呼び出す"
"386","割当てなし"
"387","使用する"
"388","機能割当て"
"389","ツール"
"390","標準工数"
"391","要因数単位"
"392","成果物"
"393","タスクの説明"
"394","タスク名"
"395","タスクコード"
"396","%1の説明"
"397","%1の新規追加"
"398","%1の変更"
"399","%1を入力してください。"
"400","%1は４桁以上で入力してください。"
"401","%1が不正です。上３文字が%2コードと異なります。"
"402","%1が不正です。""%2"" は使用できません。"
"403","%1が不正です。指定された%2はすでに存在しています。"
"404","%1が60バイトを越えています。"
"405","%1が255バイトを越えています。"
"406","成果物を入力してください。"
"407","成果物が200バイトを越えています。"
"408","要因数単位を入力してください。"
"409","要因数単位が20バイトを越えています。"
"410","標準工数を入力してください。"
"411","標準工数には数値を入力してください。"
"412","標準工数には正の数値を入力してください。"
"413","ツールが255バイトを越えています。"
"414","プロセス選択"
"415","ディスク使用"
"416","開く"
"417","項目"
"418","値"
"419","名称"
"420","ＩＤ"
"421","全社標準"
"422","組織標準"
"423","プロジェクト"
"424","編集しようとした「%1」は編集中です"
"425","ディスクからプロセスを開く"
"426","テキスト ファイル"
"427","プロセスコード %1 は編集中です"
"428","なし"
"429","不明"
"430","カテゴリ数"
"431","フェーズ数"
"432","%1数"
"433","流用"
"434","可"
"435","不可"
"436","流用プロセス"
"437","元プロセス"
"438","進捗管理対象"
"439","はい"
"440","いいえ"
"441","登録者"
"442","登録日時"
"443","適用プロジェクト"
"444","編集中"
"445","編集者"
"446","編集開始日時"
"447","最終更新日時"
"448","カーソルをここに持って来るためのダミーです"
"449","プロセス(&P)"
"450","新規(&N)..."
"451","開く(&O)..."
"452","上書き保存(&S)"
"453","名前を付けて保存(&A)..."
"454","終了(&X)..."
"455","操作(&M)"
"456","反転(&R)"
"457","画面"
"458","画面１"
"459","画面２"
"460","削除アイテムを表示"
"461","表示"
"462","非表示"
"463","切換(&C)"
"464","アクティビティ定義(&A)"
"465","タスク定義(&T)"
"466","オプション(&O)"
"467","サーバ設定(&S)..."
"468","利用者設定(&M)..."
"469","作業場所(&W)..."
"470","ヘルプ(&H)"
"471","バージョン情報(&A)..."
"472","アクティビティメニュー"
"473","元に戻す"
"474","位置"
"475","前面"
"476","背面"
"477","表示（画面１へ）"
"478","非表示（画面２へ）"
"479","アクティビティ以外メニュー"
"480","タスクメニュー"
"481","プロセスカスタマイズ"
"482","編集中のプロセスを破棄してもいいですか？"
"483","終了"
"484","%1定義(&A)"
"485","%1定義(&T)"
"486","作業場所を設定してください"
"487","保存は行われませんでした"
"488","保存しました"
"489","上書き保存"
"490","この操作を行うと現在編集中のプロセスを破棄しますがよろしいですか？"
"491","プロセス登録"
"492","クリア"
"493","登録"
"494","流用不可"
"495","流用可能"
"496","備考"
"497","登録レイヤ"
"498","プロセス名"
"499","プロセスコード"
"500","プロセスを登録します"
"501","プロセスコードを入力してください。"
"502","プロセスコードが不正です。""%1"" は使用できません。"
"503","プロセスコード %1 はすでに登録されています。"
"504","プロセス名を入力してください。"
"505","プロセス名が100バイトを越えています。"
"506","備考が255バイトを越えています。"
"507","名前を付けて保存"
"508","保存先"
"509","サーバー"
"510","ディスク"
"511","保存"
"512","プロセスを保存します"
"513","プロセスの保存"
"514","保存先が指定されていません"
"515","(進捗/品質管理情報も保存しました)"
"516","プロセスコード %1 はすでに登録されています。編集中ではないプロセスを登録することはできません"
"517","プロセスコード %1 を上書きしますか？"
"518","プロセスコード %1 は編集中です。"
"519","作業場所"
"520","ドライブ"
"521","設定された社員番号 %1 は存在しないか、利用権がありません"
"522","%1 は本ツールで使用できるファイルではありません"
"523","プロセスは編集中です"
"524","サーバのＩＰアドレスを設定してください"
"525","サーバ設定"
"526","不正なＩＰアドレスです"
"527","利用者の社員番号を設定してください"
"528","サーバ："
"529","利用者設定"
"530","新規追加"
"531","%1を登録する%2を選択してください"
"532","選択されたすべての%1"
"533","%1を削除してよろしいですか？"
"534","印刷中..."
"535","出力先 %s ( %s )"
"536","%d ﾍﾟｰｼﾞ目を印刷中"
"537","ﾍﾟｰｼﾞ全体(&P)|ﾍﾟｰｼﾞ幅(&W)|2ﾍﾟｰｼﾞ(&T)|ｻﾑﾈｲﾙ(&N)"
"538","進捗率"
"539","%1年"
"540","||予定：網線"
"541","進捗率：実線"
"542","実績：斜線"
"543","|%d ページ|ProcessDirector ガントチャート"
"544","プロジェクトファイルの解析に失敗しました。"
"545","再度、登録し直してください。"
"546","リポジトリ情報ファイルの内容が正しく登録されていません。"
"547","リポジトリ情報ファイルが作成されていません。"
"548","テンポラリフォルダを取得できません。"
"549","フォルダ""%1""を作成できません。"
"550","「"
"551","」"
"552","環境変数にテンポラリフォルダが正しく設定されているか確認してください。"
"553","リポジトリ情報ファイル""%1""を読み込めません。"
"554",".rpiファイル'%1'をオープンできません。"
"555","ファイル""%1""を読み込めません。"
"556",".jprファイル""%1""をオープンできません。"
"557","開始"
"558","SMTPサーバ名が指定されていません"
"559","送信元メールアドレスが指定されていません"
"560","ディスク容量チェック：顧客ID=%1,使用量=%2%"
"561","ログインID数チェック：顧客ID=%1,超過数=%2"
"562","ログインID無効化：顧客ID=%1,ID=%2"
"563","[ProcessDirector/コラボレーション開発環境]"
"564"," ディスク使用量超過のお知らせ"
"565"," ディスク使用量のお知らせ"
"566"," ログインID登録数超過のお知らせ"
"567","顧客ID：%1"
"568","ディスク使用量が100%に達しています。"
"569","新たなコンテンツの登録はできません。"
"570","不要なコンテンツを削除してディスク使用量を減らしてください。"
"571","ディスク使用量が90%を超えています。"
"572","ログインIDの登録数が超過したため、超過した分の利用権限を削除しました。"
"573","利用権限を削除したログインIDは以下のとおりです。"
"574","以下のメールが送信されます"
"575","[宛先]"
"576","[本文]"
"577","メール送信エラー"
"578","BASP21がインストールされていません"
"579","データベースオープンエラー"
"580","データベースアクセスエラー"
"581","データベース更新エラー"
"582","お知らせ設定"
"583","新規作成"
"584","タイトル"
"585","作成日時"
"586","削除予定日"
"587","お知らせ新規作成"
"588","日"
"589","月"
"590","年"
"591","有効期限"
"592","タイトルを入力してください"
"593","年を入力してください"
"594","月を入力してください"
"595","日を入力してください"
"596","年が誤っています"
"597","月が誤っています"
"598","日が誤っています"
"599","有効期限には未来の日付を指定してください"
"600","本文を入力してください"
"601","登録しました"
"602","※設定後、IISを再起動してください。"
"603","機能構成の小区分の名称"
"604","機能構成の中区分の名称"
"605","機能構成の大区分の名称"
"606","ProcessDirectorコラボレーション開発環境 環境設定ツール"
"607","レジストリからサーバ情報を取得できません"
"608","本文編集"
"609","本文の末尾に追加する文字列を入力してください。"
"610","期限通知メール設定"
"611","SMTP認証を使用する"
"612","ユーザ名"
"613","送信対象"
"614","本文編集..."
"615","報告書"
"616","コンテンツ"
"617","送信タイミング3"
"618","指定日を過ぎたら毎回送信"
"619","当日送信"
"620","日後に送信"
"621","日前に送信"
"622","送信タイミング2"
"623","送信タイミング1"
"624","メールを送信するには、タスクスケジューラでPDInfoMail.exeを1日1回動作させてください。"
"625","送信者メールアドレス"
"626","送信者メールアドレスを入力してください"
"627","1～99の数値を入力してください"
"628","ユーザ名を入力してください"
"629","送信対象が指定されていません"
"630","コンテンツの処理開始"
"631","（確認が完了していません）"
"632","コンテンツの処理でメールを%1通送信しました"
"633","課題の処理開始"
"634","課題の処理でメールを%1通送信しました"
"635","報告書の処理開始"
"636","%1の月間報告"
"637","状況報告"
"638","報告書の処理でメールを%1通送信しました"
"639","レビュー記録票の処理開始"
"640","レビュー記録票の処理でメールを%1通送信しました"
"641"," (項目番号%1)"
"642","障害処理票の処理開始"
"643","障害処理票の処理でメールを%1通送信しました"
"644","（完了承認日が入力されていません）"
"645","%1の期限が過ぎています"
"646","このメールは ProcessDirector からの自動送信メールです。"
"647","＝＝＝＝＝ 期限についてのお知らせ ＝＝＝＝＝"
"648","%1の期限が近づいています"
"649","： "
"650","期限："
"651","  ProcessDirectorのURL： "
"652","＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝＝"
"653","<%1> メール送信エラー(%2)"
"654","<%1> メール送信エラー"
"655","総合"
"656","費用"
"657","納期"
"658","品質"
"659","障害"
"660","性能"
"661","体制"
"662","客先"
"663","要員"
"664","合意"
"665","進捗"
"666","負荷"
"667","今回"
"668","前回"
"669","前々回"
"670","○"
"671","△"
"672","×"
"673","××"
"674","×××"
"675","無"
"676","青"
"677","黄"
"678","赤"
"679","対象外"
"680","未"
"681","表示設定"
"682","項目数設定"
"683","大項目列数"
"684","小項目行数"
"685","挿入 ->"
"686","追加 ->"
"687","上へ"
"688","下へ"
"689","<- 削除"
"690","基本項目リスト"
"691","カスタマイズした項目リスト"
"692","プロジェクト一覧のソート"
"693","の"
"694","第2キー"
"695","第1キー"
"696","組織別表示時のプロジェクト表示"
"697","選択組織のみのプロジェクトを表示する"
"698","選択組織以下のプロジェクトも表示する"
"699","終了プロジェクトの表示／非表示"
"700","終了プロジェクトを表示しない"
"701","終了プロジェクトを表示する"
"702","( 終了プロジェクト：終了日が登録されているプロジェクト )"
"703","カスタマイズ実行"
"704","標準設定に戻す"
"705","表示項目"
"706","その他"
"707","カスタマイズ結果を破棄して標準設定に戻します"
"708","よろしいですか？"
"709","システム設定に戻す"
"710","サーバ標準設定実行"
"711","サーバ設定に戻す"
"712","個人カスタマイズ実行"
"713","円"
"714","千円"
"715","万円"
"716","百万円"
"717","区切り"
"718","指定なし"
"719","表示する項目が１つもありません"
"720","大項目列数は%1以上でなければなりません"
"721","「定性評価」が小項目に設定されています"
"722","小項目では詳細表示できませんが、よろしいですか？"
"723","「定量評価」が小項目に設定されています"
"724","編集 "
"725","検索 "
"726","ﾌﾟﾛｼﾞｪｸﾄ"
"727","お気に入りに追加"
"728","お気に入りから削除"
"729","プロジェクト更新"
"730","新規プロジェクト登録"
"731","子プロジェクト登録"
"732","親プロジェクト登録"
"733","プロジェクト削除"
"734","表示 "
"735","全組織表示"
"736","ツリー表示"
"737","標準"
"738","履歴"
"739","ﾌｧｲﾙ "
"740","エクスポート"
"741","ｵﾌﾟｼｮﾝ"
"742","バージョン情報"
"743","再読込"
"744","お気に入り"
"745","担当"
"746","全体"
"747","検索"
"748","ポップアップ"
"749","自動値メニュー"
"750","自動設定値に戻す"
"751","(改行はShift+Enterで入力)"
"752","・"
"753","必須項目のためクリアできません"
"754","「%1」をクリアしますか？"
"755","金額：円"
"756","金額：千円"
"757","金額：万円"
"758","金額：百万円"
"759","規模："
"760","プロジェクトを選択してください"
"761","プロジェクト情報の取得でエラーが発生しました"
"762","すでにお気に入りに追加されています"
"763","%1を お気に入りに追加しました"
"764","未承認のため、子プロジェクトは登録できません"
"765","権限がないため、プロジェクトを削除できません"
"766","子プロジェクトが存在するため、プロジェクトを削除できません"
"767","子プロジェクトのため、削除できません"
"768","削除してもよろしいですか？"
"769","プロジェクトの削除に失敗しました"
"770","承認後に削除されます"
"771","プロジェクトを削除しました"
"772","読込中..."
"773","非ツリー表示"
"774","組織別表示"
"775","%1件"
"776","再読み込みを行うと現在表示されているデータは失われます。"
"777","再読み込みしますか？"
"778","データを保存しました。"
"779","保存中..."
"780","データ保存に失敗しました。"
"781","編集結果を破棄してよろしいですか？"
"782","定性評価"
"783","定量評価"
"784","検索条件"
"785","項目名"
"786","対象範囲"
"787","活動区分"
"788","担当区分"
"789","階層まで"
"790","階層区分"
"791","プロセス適用"
"792","最新状況報告登録"
"793","条件設定"
"794","条件"
"795","設定"
"796","ファイル選択"
"797","基本条件項目"
"798","カスタマイズして利用する"
"799","編集"
"800","必須表示プロジェクト"
"801","検索条件に関わらず表示させるプロジェクトを設定する"
"802","↓下へ"
"803","↑上へ"
"804","出力できる項目"
"805","出力する項目"
"806","基本"
"807","ﾌｧｲﾙ出力"
"808","最上位のみ"
"809","作業状態"
"810","未完了"
"811","有効な日付を入力してください。"
"812","チェック数 全%1件"
"813","テキストファイル"
"814","重点プロジェクト"
"815","定性評価(総合)"
"816","プロジェクトコード"
"817","プロジェクトID"
"818","親プロジェクトID"
"819","組織名"
"820","概要体制定義"
"821","概要"
"822","スケジュール"
"823","最新状況報告"
"824","定性評価(詳細)"
"825","プロジェクト状況概要"
"826","作業状況"
"827","今後の予定"
"828","問題点と提案する解決法"
"829"," ～ "
"830","階層を指定して下さい"
"831","%1文字以内で入力してください。"
"832","有効範囲内の数値(-2147483648～2147483647)を入力してください。"
"833","有効範囲内の数値(-999999999999999 ～ 999999999999999)を入力してください。"
"834","有効範囲内の数値(-99999999.999 ～ 99999999.999)を入力してください。"
"835","設定した必須表示プロジェクトの数が1000個を越えています。"
"836","このまま実行しますか？"
"837","出力する項目を指定してください"
"838","ファイルは読み取り専用です。上書きしてもよろしいですか？"
"839","ファイルは既に存在します。上書きしてよろしいですか？"
"840","ファイル名はフルパスで指定してください。"
"841","ファイル名に次の文字は使えません。"
"842","ファイル名を正しく指定してください。"
"843","フォルダ %1%r%nが存在しません。作成しますか？"
"844","適用"
"845","未適用"
"846","一覧ファイルを作成しました。"
"847","一覧ファイルを作成しました。ただし、想定外のコードを検出しました。"
"848","一覧ファイルの作成でエラーが発生しました。"
"849","組織名(概要体制定義)"
"850","作成者(概要体制定義)"
"851","作成日(概要体制定義)"
"852","組織名(最新状況報告)"
"853","作成者(最新状況報告)"
"854","作成日(最新状況報告)"
"855","開始日(最新状況報告)"
"856","終了日(最新状況報告)"
"857","定性評価(客先)"
"858","定性評価(品質)"
"859","定性評価(性能)"
"860","定性評価(要員)"
"861","定性評価(費用)"
"862","定性評価(納期)"
"863","定性評価(障害)"
"864","入力文字列が長すぎます。"
"865","不正文字が入力されています。"
"866","入力文字列長に誤りがあります。"
"867","プロセス情報が登録されていません。サーバ:"
"868","グループ標準"
"869","事業部標準"
"870","プロジェクト規定"
"871","処理を終了しました｡"
"872","メールを%1通処理しました。"
"873","%1うち、%2通に問題があったため、登録を行えませんでした。"
"874","メールはありませんでした。"
"875","すでにログインされています. サーバ:"
"876","要員情報が登録されていません。サーバ:"
"877","組織情報が登録されていません。サーバ:"
"878","要員情報と組織情報が登録されていません。サーバ:"
"879","社員番号またはパスワードが誤っています. サーバ:"
"880","データベースが矛盾しています.(要員情報が登録されてません) サーバ:"
"881","ログインが禁止されています. サーバ:"
"882","自社"
"883","データベースが矛盾しています.(会社情報が登録されてません) サーバ:"
"884","組織番号が誤っています. サーバ:"
"885","利用者情報が登録されていません。サーバ:"
"886","要員情報が登録されてません。サーバ:"
"887","社員番号が誤っています."
"888","パスワードが異なっています."
"889","プロジェクト情報が登録されていません。サーバ:"
"890","■■ SuperSCALE To ProcessDirector ■■"
"891","Init() 呼び出し(%1)"
"892","正常終了しました(%1)"
"893","異常終了しました"
"894","ProcessDirectorデータベース接続成功："
"895","SuperSCALEデータベース接続成功："
"896","ProcessDirectorデータベース接続失敗：%1、Err:%2"
"897","SuperSCALEデータベース接続失敗：%1、Err:%2"
"898","会社変換処理を開始しました"
"899","会社変換処理を終了しました"
"900","SS社員受信でエラーが発生しました：%1、Err:%2"
"901","会社変換処理が異常終了しました"
"902","会社でエラーが発生しました：%1、Err:%2"
"903","SSパートナー会社でエラーが発生しました(CE)：%1、Err:%2"
"904","SSパートナー会社に会社コードが存在しません(CE)：%1、Err:%2"
"905","会社の追加でエラーが発生しました(CE)：%1、Err:%2"
"906","部門変換処理を開始しました"
"907","部門変換処理を終了しました"
"908","SS部門受信でエラーが発生しました：%1：%2、Err:%3"
"909","部門変換処理が異常終了しました"
"910","部門でエラーが発生しました：%1：%2、Err:%3"
"911","SS部門受信でエラーが発生しました(OE)：%1、Err:%2"
"912","SS部門受信に部門コードが存在しません(OE)：%1、Err:%2"
"913","部門の追加でエラーが発生しました(OE)：%1、Err:%2"
"914","要員変換処理を開始しました"
"915","要員変換処理を終了しました"
"916","要員変換処理が異常終了しました"
"917","要員でエラーが発生しました(MC)：%1、Err:%2"
"918","要員の追加／更新でエラーが発生しました(MC)：%1、Err:%2"
"919","所属関係表でエラーが発生しました(RC)：%1、Err:%2"
"920","所属関係表の追加／更新でエラーが発生しました(RC)：%1、Err:%2"
"921","代行者"
"922","所属組織"
